201,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+
|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|
+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+
|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|
+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+
|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+
|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|
+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+
|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|
+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+
|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|
+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+
|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|
+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+
|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|
+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+
|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|
+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+
|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|
+,.,.,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,.,.,+,.,.,+,.,.,+,-,-,+,.,.,+,-,-,+,-,-,+,-,-,+,.,.,+,.,.,+
|,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|,.,.,.,.,.,|
